ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
103,5,7,7,6,5,6,6,6,6,6,6,6,7,6,4,4,5,5,7,7,7,7,4,7,5,6,7,6,7,7,7,6,7,7,6,7,6,7,6,3,7,7,6,7,7,6,6,6
104,7,7,7,1,7,7,6,7,6,7,7,2,7,2,5,3,4,7,7,7,7,1,5,7,7,7,1,7,7,7,7,1,1,7,7,7,7,3,6,7,7,7,1,7,7,7,7,3
105,6,6,5,6,6,6,5,6,5,6,6,5,6,7,6,6,5,3,5,6,5,5,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,5,6,6,5,6
106,7,7,5,7,5,6,7,7,6,7,5,6,7,6,5,5,5,3,7,7,7,7,5,7,3,7,7,6,7,7,7,7,5,7,7,7,4,7,7,7,7,7,7,7,6,7,7,7
107,6,2,7,3,7,5,7,7,5,7,6,6,7,2,3,1,1,3,7,7,6,7,6,7,3,7,5,7,6,5,2,4,6,7,7,7,7,6,6,5,6,6,2,7,7,1,3,6
108,6,7,6,4,5,5,3,6,5,6,5,6,6,6,4,3,4,1,7,6,7,6,5,5,7,6,6,7,6,6,6,6,4,7,6,7,5,6,5,7,7,7,6,2,6,7,6,6
109,5,7,6,4,5,4,6,7,4,6,4,7,7,3,6,6,3,3,5,7,7,5,3,6,4,7,3,4,4,7,4,7,3,4,7,4,5,6,6,5,5,7,4,7,7,7,4,4
110,6,6,7,4,4,3,7,5,6,7,1,6,7,6,3,5,6,3,7,7,6,5,3,7,6,7,7,6,6,7,7,6,3,4,7,7,6,7,6,5,7,7,2,7,7,2,4,6
111,7,7,7,7,7,5,7,7,7,7,5,7,7,7,3,5,5,5,7,7,6,7,5,7,5,7,7,5,7,7,7,7,3,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6
112,6,7,6,6,7,6,5,6,5,6,7,6,6,5,5,7,5,5,5,6,5,5,6,6,5,7,5,5,6,6,5,5,6,7,7,7,6,6,5,5,7,7,4,6,7,6,5,5
113,6,7,7,7,4,5,7,7,6,6,7,6,6,5,4,4,4,5,7,6,6,6,5,6,6,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,4,7,6,6,6,5
114,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
115,5,5,5,5,6,7,6,5,6,7,5,6,7,7,6,5,6,6,5,6,5,6,6,6,5,5,7,6,6,7,4,4,5,6,5,5,7,5,6,5,6,6,6,6,6,6,6,5
116,4,5,3,5,3,4,6,5,4,5,5,5,6,3,5,4,5,4,4,5,5,5,4,4,5,6,4,4,3,6,5,5,4,3,4,5,3,6,5,4,5,6,4,6,5,6,2,3
117,6,7,4,5,5,5,7,7,7,7,5,6,7,5,4,5,6,5,7,7,7,7,5,7,6,7,7,6,6,7,4,7,3,7,7,7,6,7,4,4,7,7,3,7,7,7,5,7
118,3,5,2,3,1,2,3,6,2,6,1,2,7,4,1,2,1,1,3,7,6,5,1,5,2,6,6,1,2,7,3,5,2,6,6,6,6,6,6,6,6,7,1,7,7,7,2,5
119,5,5,5,5,6,5,6,6,4,5,5,5,6,5,5,5,4,5,5,5,5,5,5,5,6,5,5,4,5,5,5,6,5,5,6,5,4,5,5,5,6,6,6,5,6,5,5,6
120,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
121,5,7,6,6,5,6,6,6,6,6,6,7,7,6,6,5,6,6,6,7,4,7,6,7,6,7,7,6,6,7,6,6,7,7,6,7,6,3,4,3,7,7,2,5,6,4,5,6
122,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,6,6,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,5,7,7,7,6,7,7,6,6,7,5,7,7,7,7,7
123,7,6,6,7,7,5,5,7,6,7,3,6,7,6,6,4,4,6,5,6,6,7,3,7,5,5,7,5,5,6,5,7,6,4,5,6,7,5,6,6,6,6,6,7,6,6,6,3
124,2,4,4,4,4,4,4,6,2,4,6,2,4,1,4,2,4,5,5,6,4,1,4,4,3,4,4,4,5,4,4,4,1,4,5,5,3,4,4,4,4,6,4,5,4,4,4,4
125,6,6,5,6,4,3,6,6,5,6,5,6,6,6,4,3,5,5,6,6,6,4,5,6,5,5,6,5,6,6,5,6,6,5,6,6,6,5,6,4,6,6,3,6,6,5,5,4
126,7,7,5,7,7,6,7,6,6,6,7,6,7,7,5,5,6,6,7,7,6,6,6,6,7,7,7,6,6,7,7,6,6,6,7,7,7,6,7,7,6,7,7,6,6,6,6,7
127,5,6,2,4,3,3,6,7,6,4,3,6,4,6,3,2,2,2,6,3,5,6,3,5,3,7,2,4,3,2,3,6,3,5,4,5,2,3,3,3,5,6,2,6,7,7,6,2
128,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,6,7,7,7,7,7,5,7,7,7,7,7
129,5,5,5,6,6,6,3,6,5,6,6,7,6,6,7,7,6,6,6,5,6,5,7,7,6,5,4,6,7,6,4,4,6,6,6,6,5,6,6,6,7,7,5,6,6,6,7,7
130,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,6,7,7,7,7,7,7,7,6,7,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
131,5,5,7,5,5,5,7,6,6,5,6,6,6,5,5,6,6,5,7,6,6,6,5,7,6,7,6,5,6,6,6,5,6,4,7,6,6,5,6,5,7,7,5,7,7,6,5,4
132,4,7,4,4,3,3,5,7,3,5,4,3,5,2,4,1,3,2,7,6,5,4,3,6,4,6,4,7,4,5,3,4,2,7,5,7,5,7,7,2,6,7,2,7,7,7,5,5
133,4,3,5,6,3,2,7,7,4,7,3,6,7,6,2,5,5,1,6,7,1,6,2,7,3,7,6,3,6,3,3,7,2,7,5,7,6,7,7,1,7,7,1,7,7,7,7,5
134,6,7,3,7,5,2,7,7,6,7,5,6,7,4,4,5,5,2,7,7,7,7,5,7,3,7,6,7,5,7,4,7,2,7,7,7,7,7,7,6,7,7,3,7,7,7,7,5
135,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
136,6,3,2,4,5,2,6,7,6,7,6,7,7,6,6,6,6,2,6,7,7,7,3,6,5,7,7,7,4,7,6,6,6,6,6,6,6,7,7,3,7,7,2,7,7,7,7,4
137,4,5,3,3,5,3,7,4,3,3,3,4,6,4,3,3,5,3,3,5,3,7,3,5,3,5,6,4,3,6,3,3,4,4,5,5,5,4,5,4,7,5,3,5,5,5,3,3
138,5,7,7,6,5,6,5,6,6,6,4,6,7,5,7,4,4,7,5,5,5,5,3,7,6,7,6,4,5,6,6,6,6,5,6,6,6,5,6,5,7,7,5,6,6,5,6,4
139,5,5,4,3,3,2,6,4,6,5,5,4,6,5,1,2,3,3,6,6,4,7,5,6,3,4,7,4,4,7,3,5,2,5,5,6,4,4,5,5,7,6,6,4,5,6,4,5
140,7,5,5,2,6,2,6,6,2,6,1,2,7,1,2,2,2,3,3,7,5,4,2,2,2,7,5,6,6,3,2,4,2,7,5,7,7,6,4,6,7,7,1,5,7,6,2,1
141,5,7,3,3,4,1,4,6,2,5,2,1,7,2,2,1,6,2,5,7,5,6,1,5,3,7,7,5,5,6,2,4,1,6,5,4,3,6,5,2,6,6,5,7,6,6,4,3
142,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,7,6,7,7,6,6,6
143,6,7,6,7,7,6,6,7,7,7,7,6,7,5,5,5,4,6,7,6,6,5,6,7,6,7,5,6,7,7,6,7,4,7,7,7,4,7,5,3,7,7,5,6,7,7,6,5
144,7,7,7,7,7,7,5,3,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,4,7,7,5,7,5
145,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
146,6,7,7,7,5,6,7,7,6,7,7,7,7,3,5,6,7,2,5,6,7,6,6,7,7,7,7,6,7,7,7,7,7,7,7,7,3,7,6,7,7,7,2,7,7,7,7,7
147,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
148,5,5,7,5,6,3,7,5,5,5,4,7,6,3,3,4,4,4,6,5,6,6,3,7,3,7,6,5,5,3,4,6,5,4,6,5,6,5,6,6,6,6,4,7,6,6,5,3
149,5,6,6,5,5,4,5,5,5,5,5,7,7,5,6,6,5,5,5,6,4,5,6,6,5,6,6,5,6,5,5,5,5,6,5,5,5,4,5,5,6,6,6,5,6,6,6,6
150,6,6,6,5,5,4,5,7,6,6,7,7,7,5,5,4,5,5,7,7,6,4,5,5,6,7,6,4,6,7,7,7,6,7,6,6,5,7,5,4,7,7,7,6,7,7,6,7
151,6,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,6,7,6,7,7,6,7,7,6,7,6,7,7,7,7,7,7,5,7,7,6,7,7,7,7,6
152,7,7,7,6,7,5,7,6,6,7,6,7,7,6,7,5,5,6,7,7,6,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6
153,7,6,7,6,7,6,7,6,7,7,5,6,7,7,6,6,5,6,7,6,6,7,6,7,6,6,7,6,6,7,6,6,5,7,7,6,6,6,6,7,7,6,7,7,6,7,7,7
154,4,5,7,3,5,1,6,7,6,5,7,2,4,2,2,2,1,1,6,6,1,5,1,7,2,6,7,5,6,7,5,1,3,7,7,7,1,4,5,6,7,7,1,7,7,7,2,4
155,6,6,6,6,5,5,6,6,5,6,4,3,7,6,6,3,5,6,5,7,4,5,5,7,5,6,6,4,4,7,6,7,5,6,6,7,4,5,6,3,7,7,5,6,7,6,6,4
156,7,7,7,7,6,6,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,7,7,5,7,7,7,7,7,6,7,7,7,6,7
157,6,5,5,4,2,6,5,6,6,6,6,4,5,5,6,4,5,6,5,5,5,5,6,5,5,5,5,6,6,5,5,5,5,5,3,5,6,6,5,5,4,6,6,5,4,2,6,5
158,5,4,7,6,6,5,7,6,6,7,6,5,7,5,4,3,3,7,7,7,4,7,7,7,6,4,7,7,6,7,5,5,7,7,7,6,4,5,5,6,7,6,6,6,7,5,6,7
159,6,5,6,6,5,2,6,6,6,5,6,7,6,6,6,4,2,6,6,6,6,6,6,6,5,5,7,6,6,2,7,6,2,4,5,5,7,4,3,6,7,6,5,4,6,6,6,7
160,6,6,7,6,7,6,6,7,5,7,5,6,7,6,7,5,6,5,7,7,6,6,6,7,6,7,7,6,6,7,7,6,7,7,6,6,6,6,7,4,7,7,6,6,7,6,6,6
161,6,7,7,6,4,4,3,7,6,6,3,7,7,6,5,5,6,7,5,7,5,3,4,7,4,7,7,4,4,7,7,7,7,7,7,7,7,7,7,5,7,7,4,7,6,5,6,2
162,7,3,1,7,7,2,7,7,5,7,7,6,7,5,7,1,2,1,7,7,3,5,1,7,5,7,7,7,7,7,2,3,2,7,6,7,6,1,7,7,7,7,1,7,7,7,7,7
163,7,4,6,4,7,6,5,4,4,5,6,6,6,5,3,5,7,4,6,6,4,5,4,7,3,6,4,5,6,6,4,6,6,5,7,5,6,5,4,6,7,7,5,6,6,4,6,5
164,6,7,7,6,7,7,5,5,4,7,7,6,7,7,7,7,7,7,7,7,4,7,3,7,7,7,7,7,7,7,7,6,7,7,7,7,5,6,6,7,7,7,5,6,7,7,7,7
165,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,7,7,4,7,7,7,7,5
166,7,5,7,6,6,5,7,6,6,7,6,4,7,6,3,3,4,3,7,6,6,6,4,7,7,7,5,6,6,7,7,5,4,5,7,7,7,6,7,7,6,7,4,7,6,6,5,7
167,7,7,7,5,7,7,7,5,7,7,4,7,7,7,3,3,7,5,7,7,6,7,5,7,5,7,7,7,7,7,7,5,6,4,7,7,4,7,7,6,7,7,7,7,7,7,7,7
168,7,7,7,6,3,3,7,7,6,7,6,2,7,3,6,3,5,7,7,7,7,7,6,7,7,6,6,3,7,7,5,7,6,7,7,7,7,7,7,2,7,7,7,7,7,7,6,6
169,3,5,6,3,2,3,4,2,1,7,2,2,7,2,2,1,3,1,1,5,1,1,2,7,1,5,5,7,3,5,2,2,1,7,7,6,5,5,7,1,7,7,2,7,7,5,2,4
170,6,6,6,5,6,4,5,3,5,6,4,5,6,5,6,4,5,5,6,5,4,5,3,6,5,4,5,6,6,6,6,6,6,6,6,6,5,4,5,4,6,6,3,6,5,6,4,5
171,6,6,6,5,6,6,6,6,4,4,4,3,6,6,6,5,5,6,6,6,6,5,4,6,6,6,6,6,5,7,5,3,2,6,6,5,6,6,6,2,7,6,6,6,6,5,6,6
172,7,4,7,7,7,7,7,7,4,1,7,7,7,7,1,4,4,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,1,7,7,4,7,7,7,1,7,7,7,7,7
173,6,6,5,6,4,5,5,6,5,7,3,5,7,3,6,3,4,4,5,4,5,5,4,6,5,6,6,6,5,6,5,6,6,5,6,6,3,6,7,5,6,5,3,6,6,6,3,5
174,7,7,6,7,6,5,6,6,6,7,4,5,7,5,7,2,3,4,7,7,7,6,6,7,6,7,6,7,6,7,7,7,3,7,7,7,6,7,7,2,7,7,7,7,7,7,6,6
175,6,7,5,7,2,7,7,7,7,6,7,7,7,7,7,6,2,6,7,7,7,7,6,7,7,6,4,7,6,3,7,7,4,7,7,7,5,7,6,5,7,7,7,7,7,6,6,6
176,6,7,7,6,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,6,7,6,7,6,7,7,7,7,6,6,7,7,7,6,7,7,7,7,7,5,7,6,7,7,5
177,7,7,7,7,7,1,7,5,7,7,7,5,7,7,2,1,7,1,7,7,7,5,2,7,5,7,7,7,7,7,7,7,1,7,1,7,7,7,7,5,7,7,7,7,7,7,7,7
178,6,7,4,6,4,6,5,7,5,6,6,6,7,5,6,4,5,6,5,7,6,5,5,7,5,7,6,7,6,7,5,7,4,7,6,7,5,7,7,4,7,7,5,7,7,6,7,4
179,1,3,4,2,2,3,5,4,3,4,3,6,4,3,3,3,2,3,4,4,3,5,2,4,1,3,4,3,3,5,3,3,5,4,5,5,5,4,4,2,6,5,4,3,5,2,4,3
180,6,7,3,6,7,1,7,7,7,6,2,4,7,7,1,2,3,7,7,7,6,6,2,6,4,7,7,6,7,7,3,7,1,7,7,7,2,7,7,4,7,7,7,7,7,7,7,4
181,7,7,7,4,6,7,5,7,7,7,6,7,7,4,6,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,3,7,7,7,6,7,6,7,7,7,5,7,7,7,6,3
182,7,6,7,2,6,2,6,6,7,7,5,2,7,7,3,2,4,2,7,7,7,2,5,7,7,7,7,3,4,7,3,5,3,7,6,7,1,3,6,2,7,7,6,7,7,7,7,5
183,5,5,4,5,4,5,6,4,5,5,5,5,6,4,4,4,3,4,6,6,4,6,4,6,5,5,5,6,6,5,5,5,5,6,5,5,5,5,5,5,6,5,5,5,5,6,5,5
184,3,3,2,2,3,3,5,5,4,5,3,3,5,3,2,3,3,3,5,5,5,5,3,6,2,5,4,3,4,5,3,4,2,4,4,4,5,5,5,3,6,5,5,6,6,6,5,4
185,5,5,3,5,6,3,7,7,6,6,6,6,6,3,3,2,4,3,6,4,6,3,3,6,3,7,6,6,6,7,5,4,2,6,5,5,5,6,6,7,5,6,7,7,6,6,6,5
186,7,4,4,5,6,6,5,5,5,2,4,5,4,6,4,5,4,4,5,6,6,4,3,5,4,4,5,6,5,2,4,5,3,4,5,4,5,2,5,6,5,4,4,2,5,4,4,5
187,7,7,7,7,6,5,6,6,6,7,6,6,7,7,5,5,6,6,7,7,6,6,5,5,5,7,6,5,6,7,6,7,4,7,7,7,7,6,6,5,6,7,7,7,7,7,5,6
188,4,5,5,4,4,4,4,4,4,3,4,5,3,4,5,5,4,6,4,4,4,6,6,4,5,5,5,5,6,4,4,6,4,3,4,5,6,6,5,4,5,6,5,6,5,4,4,5
189,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
190,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7
191,7,5,2,6,2,5,5,7,3,6,7,6,6,5,2,2,4,4,5,7,3,5,5,3,6,6,4,6,6,5,6,6,3,6,2,6,4,7,6,6,6,7,6,7,6,7,5,6
192,5,5,5,6,5,4,4,6,4,5,6,5,6,5,4,4,3,4,6,7,4,5,3,5,5,5,5,4,4,6,3,4,3,3,6,5,5,5,4,3,4,4,5,5,5,4,5,4
193,6,7,6,7,5,4,6,7,5,6,4,5,7,3,5,2,4,6,6,7,6,6,6,7,7,6,6,7,6,6,7,7,1,7,7,7,2,7,7,6,6,7,3,7,7,7,6,3
194,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
195,7,7,7,6,6,6,7,7,7,7,7,5,7,7,7,4,4,7,7,7,6,5,4,7,7,7,7,7,6,7,7,5,7,7,7,7,5,7,4,6,6,7,7,7,7,5,6,6
196,5,6,5,6,5,3,3,7,5,5,6,6,5,5,5,3,5,2,6,6,3,3,6,5,3,5,5,4,6,5,6,6,7,6,5,6,6,6,6,2,6,7,5,6,5,7,5,3
197,3,4,5,2,2,3,2,5,3,6,4,6,5,1,3,2,1,3,5,5,6,7,2,6,3,6,5,6,4,2,6,6,2,7,3,3,3,5,4,3,3,6,4,7,5,5,2,3
198,2,5,7,3,4,2,5,3,4,7,2,5,7,2,3,2,3,1,6,7,1,4,5,7,3,3,5,4,1,5,3,2,3,4,6,5,3,2,2,1,4,6,3,5,5,4,4,3
199,7,7,6,7,6,7,7,7,7,7,7,6,7,7,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
200,6,7,7,7,7,7,7,7,5,7,6,6,7,6,4,5,6,5,7,7,6,7,7,7,6,7,7,6,7,6,7,7,6,7,7,7,5,7,7,7,7,7,5,7,7,7,7,7
201,7,7,7,7,6,7,7,7,6,7,7,6,7,6,7,6,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
202,7,7,7,7,6,5,6,7,7,7,7,2,7,6,6,6,6,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,2,7,7,7,6,7
203,7,7,7,4,6,4,7,7,4,7,7,6,7,4,4,3,3,2,7,7,7,7,2,7,2,7,7,7,4,7,7,7,3,7,7,7,6,4,7,7,6,7,4,7,7,7,7,4
204,4,5,4,5,5,5,7,6,6,5,5,5,5,5,6,3,2,4,5,6,2,6,3,3,6,6,3,6,6,4,3,6,2,6,6,5,4,5,6,4,7,7,1,6,7,4,6,5
205,4,7,7,7,3,3,7,7,5,4,7,7,7,5,3,3,4,3,6,7,3,7,5,7,5,7,6,7,7,7,7,7,5,7,7,7,7,7,7,6,7,7,4,7,7,6,3,6